user,location,text,sentiment,probability
OscarSalguero,A pale blue dot called Earth.,"¡#donttestdontell no funciona (solo vean usa y china)!test, test, test y transparencia si funciona (vean south kor… twurl",Positivo,59
KarlaGu43577535,,twhashtag vamos a cuidarnos para que ya no dure mucho twurl,Positivo,93
BauzaOficial,"Poza Rica de Hidalgo, Veracruz","twhashtag por mayoria, en sesion de cabildo, el ayuntamiento de poza rica aprobo que las siguientes sesiones de cab… twurl",Positivo,88
lorenamendezd,,twhashtag en twhashtag  se realiza nuevamente la limpieza de la central camionera para reducir riesgo de contag… twurl,Positivo,79
Analisis71,,"twmention twmention que pena que los usuarios que tienen deuda en tarjeta, este banco les dice que tienen qu… twurl",Positivo,62
NlCovid,,twhashtag en twhashtag de twhashtag twhashtag  al dia de hoy  de abril  twurl,Positivo,95
fran_mena,"Santiago, Chile",señores twmention  ¿hay antecedentes o instructivos ante manejo de pacientes fallecidos por twhashtag ?vario… twurl,Positivo,89
teleSURColombia,Bogotá,video: critican al gobierno colombiano por decreto de emergencia carcelaria twurl twhashtag,Positivo,76
durolandia,"Extremadura, Spain",twhashtag para ayudar a frenar la presion en los hospitales 🚑 por la twhashtag del twhashtag y particip… twurl,Positivo,90
RENEACUNA,,"twhashtag los muertos en twhashtag por twhashtag alcanzaron los  mil , con  en las ultimas  hor… twurl",Positivo,88
salfonsoz,Barcelona,la gestion emocional es fundamental en las patologias twhashtag y mas si a ello se suma la situacional social por la qu… twurl,Positivo,76
Lambs_Assassin,,el presidente de zimbabue amenaza con  años de carcel al autor de una noticia falsa relacionada con el twhashtag twurl,Positivo,70
Victorvergara7,Caracas y Quito,que el twhashtag no nos haga olvidar tan rapidamente otras actuales tragedias mundiales como el cambio climatico o l… twurl,Positivo,80
pitupitarch,Barcelona,el sistema esta nervioso por volver a ponerse en marcha. señal inequivoca de que nada va a cambiar. pues de ahi al… twurl,Positivo,79
abi_bolivia,Bolivia,twhashtag twhashtag el tribunal departamental de justicia informo que se habilitaran ventanillas para el pago de asistenci… twurl,Positivo,84
FPtaxiMadrid,www.tele-taxi.es,hoy en twmention se ha reconocido la importante labor solidaria del taxi en la lucha contra el twhashtag gra… twurl,Positivo,93
Demojusticia,"Buenos Aires, Argentina",provincia de cordoba-covid-: el poder judicial decide extender el receso judicial extraordinario hasta el  de a… twurl,Positivo,74
NiMasNiMenosOK,"Rosario, Argentina",twhashtag twhashtag twhashtag informamos cronograma para vacunacion de twhashtag twmention twurl,Positivo,94
AyuaxRB,Las Palmas de Gran Canaria,mi cara cuando twhashtag  habla y encima da lecciones de como gestionar el twhashtag twurl,Positivo,77
AnibalTVPTY,International ,twhashtag twmention twmention ministra de educacion suspende clases a escuelas particulares y oficiales baj… twurl,Positivo,89
hurtadosamuel,"Mérida, Venezuela","twhashtag [] av. las americas, a la altura del nucleo universitario la liria de la twmention merid… twurl",Positivo,90
dani370z,"Castilla y León, España",¿¿soy yo o hay una cantidad descomunal de insectos ahi fuera esta primavera??#covid twhashtag,Positivo,76
Andres27Jose,Venezuela,"protestan en twhashtag eso twhashtag los ciudadanos exclaman que no tienen agua desde hace  dias, como se evita… twurl",Positivo,87
Alejopais,,twmention twmention perdon? no sabe lo que significa esa palabra. twhashtag twhashtag twhashtag,Positivo,93
MiradasdeCuba,La Habana,"twhashtag  medicos twhashtag llegaran a twhashtag en las proximas horas, con el interferon alfa b, para combatir l… twurl",Positivo,89
cubacooperaveNE,Nueva Esparta,brigada medica cubana en nueva esparta: ayudando a la poblacion venezolana en la pandemia del virus con la prevenci… twurl,Positivo,81
elespanolcom,Madrid,twhashtag pondra un millon de euros para ayudar a los profesionales del sector twhashtag en esta crisis twurl twhashtag,Positivo,73
fronteravivanew,Colombia,twhashtag 🇪🇸 | 🦠😷 informe de casos twhashtag confirmados📍. recuperados📍. fallecidosfuente:… twurl,Positivo,83
Camilo_torres__,Colombia,"que reconocimientos ni que putas, de verdad tienen que esperar que mueran medicos para poder proveerles la dotacion… twurl",Positivo,76
adchradiohabana,La Habana,twhashtag provincia con el mayor numero de personas contagiadas por la twhashtag en twhashtag desinfecta calles y aveni… twurl,Positivo,90
Demografia_CSIC,"CCHS-CSIC Madrid, Spain",el twmention en el corazon cientifico de la lucha frente al twhashtag luis enjuanes twmention twmention en twmention twurl,Positivo,93
SoyCarlos84,,"nueva york lleva mas de  mil muertos por twhashtag y muchos de sus habitantes, en su mayoria inmigrantes, estan pa… twurl",Positivo,83
perezv93,,sufrimos dos pandemias.. el twhashtag y la estupidez humana twurl,Positivo,84
chusabeledo,,"situaciones dramaticas como la del twhashtag saca lo mejor de unos y lo peor de los otros. no os amargueis, siempre… twurl",Positivo,81
SeremiEcono2,Av. J. Miguel Carrera N° 1701,"en estos momentos, el seremi twmention y dr twmention twmention conversan con distintos gremios turisticos de… twurl",Positivo,92
fran_mena,"Santiago, Chile",hola twmention twmention ¿hay antecedentes o instructivos ante manejo de pacientes fallecidos por twhashtag ?varios… twurl,Positivo,92
DDMexico,México,twhashtag (relativamente) pocos casos que hay en la twhashtag podrian crecer de manera exponencial tras la negativa… twurl,Positivo,81
NatxoVillar,"Lugo, Galiza, Spain",la cadena fox teme ser demandada porque una presentadora pudo ocultar intencionadamente la gravedad del twhashtag pa… twurl,Positivo,82
SaludChiloe,Castro Chiloé  X Región,en el hospital de ancud implementan medida para disminuir riesgo de contagios del twhashtag twhashtag twurl,Positivo,81
ser_bola8,"Madrid, Comunidad de Madrid",espero que  twmention no le pase lo mismo que a  twmention por hablar del gobierno.. twhashtag twurl,Positivo,92
coatzaport,"Coatzacoalcos, Ver. México","por el cuidado de tu familia y de todos, twhashtag no son vacaciones. twhashtag twhashtag twurl",Positivo,93
LuisAlberto3P,"Salamanca, España","twhashtag trabajaba en puertollano, pero ha fallecido en la uci del hospital de ciudad real. twurl",Positivo,86
TestigoPurpura,,¿como estan funcionando los numeros de emergencia en casos de violencia contra las mujeres durante la pandemia? est… twurl,Positivo,50
RachellyRene,,"twmention irresponsabilidad social. contagiaron a un inocente, los revoltosos que no respetan la cuarentena,… twurl",Positivo,81
inocarec,"Guayaquil, Ecuador",twhashtag las twmention trabajamos conjuntamente con otras instituciones para juntos vencer al twhashtag twurl,Positivo,94
AlejandroAsat,"Tuxtla Gutierrez, Chiapas, Mex",durante este confinamiento por twhashtag han ocurrido dos cosas️⃣ se han reducido notoriamente las botellas de mi… twurl,Positivo,80
MaurizioLarraa1,"Pozoblanco, España",🤔 twhashtag mexico 🇲🇽 / (muestreo oficial por factor ajuste twmention twurl,Positivo,91
tykheideas,,"🗣️adidas obtiene un prestamo respaldado por el gobierno de $ . mil millones, ya que advierte sobre el golpe de pa… twurl",Positivo,56
SERGIODUARTE_24,"Táchira, Venezuela",se que por dentro tu quieres ❤🔥#covid twhashtag twhashtag twmention twurl,Positivo,94
Yearsof100,USA,este es el momento en que el veterano del ejercito tom moore llego a £  millones en su recaudacion de fondos para… twurl,Positivo,62
Jackelyn2808,"Seattle, WA","🚨,🚨casos reportados de twhashtag con las actualizaciones de twhashtag twhashtag y twhashtag se contabi… twurl",Positivo,90
pedroefm,Cuba,"para los borrachos 👇😷, ya saben, no quieran escusar su vicio con el twhashtag twhashtag twhashtag twurl",Positivo,92
munvid,,cuantas generaciones  y no se han puesto a pensar que esta pasando en el mundo twhashtag twhashtag twhashtag twhashtag twurl,Positivo,91
MarcoSarzuri5,,no puedo creer que salve al mundo estando en mi casa . y hasta me pagaran por ello twhashtag twhashtag,Positivo,84
L2322,"Carabobo, Venezuela",el tio twmention concede dinero para trabajadores del sector audiovisual afectados por paralizacion de produccione… twurl,Positivo,70
EFEKEZE,"País Vasco, España",twmention investigador de twmention asegura que su test twhashtag  tiene una fiabilidad muy superior a la de l… twurl,Positivo,93
FedCogami_Lugo,"Lugo, España","as persoas que precisan tratamento de dialise teñen que acodir ao hospital, co conseguinte medo que implica. dende… twurl",Positivo,74
tribunadetodos,,twhashtag cifras oficiales de twhashtag confirman  muertes por twhashtag el acumulado de casos llego a .. adicio… twurl,Positivo,84
Satelitalplus,"Medellín, Colombia","intenta no tocar nada; quitate los zapatos y la ropa en la entrada de tu casa; deja tu bolso, cartera, llaves en un… twurl",Positivo,74
noroestemx,"Sinaloa, México",de acuerdo a revision de twmention cuatro entidades del pais y la cdmx se oponen a informar la evolucion diaria… twurl,Positivo,77
ExpPolitica,México,"los diputados condenaron las agresiones en contra del personal medico, durante esta pandemia de twhashtag 🦠 twurl",Positivo,86
SenadorTrujillo,"Antioquia, Colombia",twhashtag iniciamos la plenaria virtual de twmention seguimos atentos a que las ayudas que el gobierno naciona… twurl,Positivo,89
Mood_Prod,Ciudad Autónoma de Buenos Aires,conoce las iniciativas de twmention para mitigar los efectos del covid-.plataforma para derivacion de paci… twurl,Positivo,85
EdnaJaramillotv,Panamá,"manejo del autismo en cuarentena: dabaiba de nilipour, presidenta de twmention nos brinda recomendaciones.… twurl",Positivo,85
elchileronews,,registra twhashtag rapido ascenso de casos de twhashtag twurl twurl,Positivo,91
periodico15,"Bucaramanga, Colombia",twhashtag twmention la duracion del virus en el cuerpo tambien cambia. el twhashtag puede durar de  a … twurl,Positivo,87
josefelipeapaza,Bolivia,twmention la solucion a corto plazo del coronavirus. cada pais que reclute a los jovenes y personas con mejor sis… twurl,Positivo,90
PradoDeportes,Df México,"el mundo materialista que nosotros mismos hemos construido, es una trampa para tramposos. twhashtag twurl",Positivo,86
LillyLunettes,San Pietro al Tanagro (Sa),twhashtag luladistribuye with twmention el regreso twhashtag twhashtag twhashtag twhashtag twhashtag twurl,Positivo,93
legaltages,"Avinguda de Francesc Cambó, 17","🏦durante el twhashtag twmention 💸avalara el % de los prestamos del twmention de entre .€ hasta m€, plazo de… twurl",Positivo,93
Gaceta_RD,República Dominicana,💥 distanciamiento social podria mantenerse hasta el .un resurgimiento del contagio podria ser posible hasta … twurl,Positivo,66
magdacalabrese,Madrid,esta noche te invito a ver un clasico que no decepciona . twhashtag 👉twurl con… twurl,Positivo,95
yadiraverab,"Maracaibo, Venezuela",esta tarde a la  p.m. programa radialben la capital twhashtag  twhashtag twhashtag twurl,Positivo,92
CCSGobPue,,al recordar que el twmention no escatima recursos para la atencion de pacientes con twhashtag el gobernador… twurl,Positivo,89
INAImexico,México,⭕ante casos de twhashtag el inai emite recomendaciones para el tratamiento de datos personales para responsables de… twurl,Positivo,72
erick0920,pachuca Hgo.,twhashtag ¿sabes como apoyar a los menores de edad durante la pandemia del twhashtag sigue estas twhashtag s… twurl,Positivo,89
criomedicaec,Quito ,"la salud a nivel mundial se encuentra vulnerable, pero juntos podemos fortalecerla difundiendo contenidos con respo… twurl",Positivo,76
PantuflitaRota,Bogota,"bueno.. como me toca pensar en algo diferente que en el trabajo, les traigo varias imagenes motivacionales cada di… twurl",Positivo,87
UNALOficial,Nacional,twhashtag el fondo de emergencias twhashtag requiere de todos para apoyar alrededor de . estudiantes con… twurl,Positivo,88
Nexgard_PA,Panamá,"mientras menos tiempo estes en la calle, menos posibilidades de contagio existen. asi, entre todos ayudamos a vence… twurl",Positivo,70
JhovanyEscobar,Santa Rosa De Lima El Salvador,twmention twmention para cuando se pondran al dia con la entrega de las devoluciones de renta no pasan del dia … twurl,Positivo,92
PetalumaCityGov,"Petaluma, CA",covid- resources on twurl [español abajo]twurl/… twurl,Positivo,90
AS_Colombia,Colombia,"🙏 el arquero turco hablo tras superar el twhashtag 🗣 ""en momentos como estos, los pequeños detalles no deben ser ol… twurl",Positivo,78
soldemorelia,"Morelia, Michoacán, México","de acuerdo con estimaciones de la industria, la crisis por la pandemia llevara a que a principios de mayo se hayan… twurl",Negativo,57
PartidoPSUV,Venezuela,twhashtag 📌al igual que otras enfermedades respiratorias el twhashtag puede causar sintomas leves como: secrecion… twurl,Positivo,78
InfoMdpya,"Mar del Plata, Argentina",“no habra excepciones a la cuarentena” twhashtag twhashtag twhashtag twhashtag twhashtag twurl,Positivo,90
VTactualVE,"Distrito Capital, Venezuela", posibles curas que podrian salvar a la humanidad del coronavirus 👉  twurl… twurl,Positivo,83
lijalbusiness,Valdepeñas,🔎 las principales empresas y marcas comerciales han modificado temporalmente su logo para concienciar de lo importa… twurl,Positivo,65
ultimahoraC4,"David, Chiriquí, Panamá","la asamble nacional cita a la ministra de educacion, twmention  para que responda cuestionario sobre la situ… twurl",Positivo,80
CAP_Accion,"Washington, D.C.",. twmention insta a los estadounidenses a que escuchen y sigan las recomendaciones cientificas y no a las menti… twurl,Positivo,86
FilosofaRock1,,"twhashtag twhashtag de  el mayor barco del mundo, twhashtag se hundio durante su viaje inaugural desde sou… twurl",Positivo,90
ES0T0YMUL0C0,,universitarios yendo a los bares cuando el psoe levante el confinamiento twhashtag twhashtag twhashtag twurl,Positivo,87
arpassv,El Salvador,"twhashtag voluntarios de twmention seccional guazapa, entregaron viveres a una familia del municipio que se de… twurl",Positivo,91
BurguiMarcos,"Castilla y León, España ",twmention twmention joer pues que vuelvan y esparzan el virus twhashtag twhashtag twhashtag y a… twurl,Positivo,95
afidro_colombia,,hoy recordamos una recomendacion del psiquiatra rodrigo cordoba frente al  twhashtag twhashtag twhashtag twurl,Positivo,92
Delachica,"Madrid, Spain","la comision europea organiza ,  y  un hackaton para conectar innovadores, socios e inversores de toda europa… twurl",Positivo,79
josepmguardiola,Catalunya,twhashtag grave error que desmotiva a los alumnos y se carga el esfuerzo que estan haciendo los profesores para… twurl,Positivo,69
JHULS_CENTENO,Panama,con la twhashtag detenida y sin fecha de inicio para la twhashtag y twhashtag anthony fauci especialista en inmunologia en confe… twurl,Positivo,90
DrLejarazu,Valladolid,tambien nuestros virologos basicos saben hacer lo que los colegas holandeses. una herramienta/indicador indirecto y… twurl,Positivo,74
EvidenciaCorona,Argentina,"¡¿#estadosunidos se apago por una ""gripe""?!la ciencia del articulo de the economist:un analisis de la base de de… twurl",Positivo,79
hispanopost,"Caracas, Venezuela","📹  cao junjie diseño un traje de seguridad inflable, que cuenta con purificador de aire, monitor de calidad del air… twurl",Positivo,70
iam_guilleloren,Valencia (ESP) & Dublin (IE),"una vez la pandemia llegue a su fin, sera el momento de reinventarse y volver con ideas innovadoras en… twurl",Positivo,81
periodico15,"Bucaramanga, Colombia",twhashtag twmention twmention 🧐¿y en que se parecen el twhashtag y el virus de la twhashtag gripe a… twurl,Positivo,95
republicagt,Guatemala,"twhashtag 🚨 | a partir de este miercoles  de abril, el hospital temporal de quetzaltenango inicio los servicios… twurl",Positivo,84
alesanz_u,Loja,twhashtag |informe twhashtag ministerio de salud publica del ecuadormartes  de abril de 📈. c… twurl,Positivo,83
NatyGomezE13,"Envigado, Colombia",teletrabajo.. no da para mas twhashtag twhashtag twhashtag twhashtag twurl,Positivo,91
vhbarrientos,Viña del Mar,felicitaciones al twmention y su twmention twmention por capacidad para organizar paneles de discusi… twurl,Positivo,93
danieldiazponc1,,twmention twmention twmention twmention twmention twmention asi es como se estan acabando… twurl,Positivo,93
CNCTVGranma,"Bayamo, Cuba",twhashtag aseguran condiciones de aislamiento a estudiantes extranjeros de la universidad de granma →… twurl,Positivo,83
chiltomeroMARCH,manawa,ayer volo un avion como a las  pm. sobre el cielo de managua. con el cuerpo vivo o muerto de moclin#covid… twurl,Positivo,66
OlivaSa53881618,,cuidemonos estas  semanas  twhashtag  tomando las medidas necesarias nos cuidamos nosotros y cuidamos… twurl,Positivo,83
MariaevaNo,Bonaerense.,"hijo de puta fantino,saboteando la twhashtag .otro imbecil highlander de la vida. no hay con que darles a los bru… twurl",Positivo,84
luisartolu,Un conquense (de Enguídanos) en València,"twhashtag | el twmention lanza una plataforma web con servicios, recursos e iniciativas de apoyo a empresas ante… twurl",Positivo,91
EmilioManasRuiz,,preguntas por la necesidad de adoptar medidas frente al twhashtag y lo traduces por el apoyo de la ciudadania al gob… twurl,Positivo,87
dreyesmty,"Monterrey, NL","hay  casos nuevos de twhashtag en twhashtag la tendencia registrada desde el primer caso, el  de marzo.… twurl",Positivo,86
CatalinaCovas,,"¡buenas noches! 😍 vamos a salir de este ""tornado""🦠💪🎨para hacer mas ameno el confinamiento va bien pintar y asi sa… twurl",Positivo,93
humanbeing_07,"San Sebastián, Spain","las mascarillas caseras: de algodon, sin costuras y transpirables | el diario vasco#mascarillas  twhashtag … twurl",Positivo,83
MtyFollow,MONTERREY,twhashtag por estado en el pais twurl,Positivo,90
DebateconNacho,"San Salvador, El Salvador","sobre la afectacion economica del twhashtag al pais, las medidas necesarias y las posibles propuestas de… twurl",Positivo,81
WestchesterHisp,"White Plains, NY",‼andrew cuomo ordenara usar mascaras‼el gobernador de nueva york quiere que todos apoyen a combatir covid-. quie… twurl,Positivo,81
radio102nueve,"San Salvador, El Salvador",bienvenidos a twhashtag en compañia de twmention esta tarde estamos conversando con twmention quien nos c… twurl,Positivo,96
lanetafutbolera,México,"twhashtag 🔥reducen sueldo a jugadores del twmention por twhashtag en apoyo a los empleados del club, ya que p… twurl",Positivo,95
Czamudio1981,"Comunidad Valenciana, España","recordar es vivir!! tan solo hace  dias de esa triste declaracion, sabiendo que la realidad era muy distinta..… twurl",Negativo,49
AhoraNoticiasEs,,¿hay conexion entre la meteorologia de donde vivimos y la incidencia del coronavirus? twhashtag twhashtag twurl,Positivo,90
SoyJoseArmandoG,"Monterrey, Nuevo León",al dia de hoy se confirman  casos de twhashtag en nuevo leon. el % de los pacientes reciben tratamiento ambultr… twurl,Positivo,93
la_huesca,,twmention en el twhashtag una twhashtag no voy a perder ni un segundo en hablar de twhashtag para… twurl,Positivo,95
SaraRocknRoll1,,¿todas las personas que hoy aplauden a medicxs ayer votaron a favor de la twhashtag ¿todas las personas que… twurl,Positivo,89
GayaCuba,Cuba,twmention twmention twmention  aumenta el numero de pacientes con twhashtag y sin embargo la poblacion co… twurl,Positivo,94
NlSalud,,hasta el momento hay  pacientes recuperados de twhashtag en twhashtag twhashtag,Positivo,88
MasMadridSalud,Madrid,"mañana a las h en instagram directo, rita maestre entrevistara a monica garcia y javier padilla para hablar sobre… twurl",Positivo,88
smartcity_py,,una vez listo sera presentado a las autoridades pertinentes para su inspeccion y aprobacion.importante: los fondo… twurl,Positivo,83
RevistaRayas,"Puebla, México","el ingenio mexicano es tendencia de nuevo gracias a la aportacion de jose isaac huerta jimenez, el luchador poblano… twurl",Positivo,95
MxMulticolor,,"si te cuidas tu, nos cuidamos todos twhashtag twhashtag twhashtag twhashtag twurl",Positivo,90
AMXNoticias,Estado de México,twhashtag 🇺🇸| abuelita de twhashtag pidio ayuda al quedarse sin uno de sus aliados mas importantes para enfrentar… twurl,Positivo,90
asieranzo,Madrid-Bilbao, millones de trabajadores ( % de la poblacion activa) se veran afectados por un erte por la crisis del  twhashtag twurl,Negativo,55
EnLinderoNorte,Baja California ,adultos mayores uno de cada dos muertos por covid en bc; asciende a  los decesos twurl… twurl,Positivo,71
soyjuanpi,Mos Eisley,no se que tiene mayor curva de crecimiento. si el twhashtag o los platos sucios.,Positivo,67
TrenesArg,Argentina,dilan ortiz trabaja en el area de limpieza de la twhashtag su tarea es fundamental para combatir el twhashtag twurl,Positivo,87
xexu_ab01,"Albacete, España",dicen que hasta el  de mayo no te quites el sayo.. pero este año hasta sam fermin con pijama y calcetin.. twhashtag,Positivo,74
Tan_Acid,Argentina,he aqui el problema de pedir el uso de tapabocas: la gente es imbecil y cree que usandolo estan autorizados a salir… twurl,Negativo,50
sinaloanews,"Sinaloa, Mëxico...",prohiben velar a fallecidos por twhashtag en twhashtag - twurl,Positivo,90
EmbajadaChinaEc,Quito,twhashtag | te compartimos nuestra publicacion diaria de la linea de tiempo sobre la exposicion de informacion de… twurl,Positivo,90
MoreFit17,"Barranquilla, Colombia","para usted que tira la basura en la calle. cuando deseche su tapaboca, sus guantes de latex o cualquier otra elemen… twurl",Positivo,63
NicaraguaLi2019,Nomada sin rumbo...," abril  twhashtag aleman presenta un incremento de muertes por ""neumonia"", a como quieren de… twurl",Positivo,81
MarikillaE,,twmention eso es otro sintoma del confinamiento twlaugh una forma semi ilusoria de sentir las relaciones sociales… twurl,Positivo,90
CarmeloCosetti,,un avion con pilotos de aerolineas argentinas parte a china a buscar una donacion de articulos de salud para el… twurl,Positivo,68
Meegax_JA,xalapa veracruz,aqui seguimos a mediados de cuarentena twhashtag twhashtag en wing's palace twurl,Positivo,91
eduardoascariz,España,"incertidumbre persistente sobre el twhashtag asimetrica global de las incidencias economicas, desarticulacion de la… twurl",Positivo,87
WalterElizondo,"Monterrey, Nuevo León. México.",en twhashtag los casos de twhashtag hasta las . horas del dia de hoy son: confirmados por el indre confi… twurl,Positivo,93
Jimsoza, Guatemala,excelente trabajo twmention pero antes de prohibir el transporte colectivo su equipo debio tener un plan para que… twurl,Positivo,89
BeethovenCLUSA,"New York, USA",twhashtag  recuerden redes sociales en su mayoria crean conflictos y confusion.  presidente trump jamas minimizo… twurl,Positivo,87
manuelgpascual,España,recomendacion seriefila del dia: twhashtag en twmention divertida perfecta para desconectar y volver a los… twurl,Positivo,94
LaNocheNTN24,,"twhashtag en twmention | estados unidos hoy tiene . personas contagiadas, con . muertos por el… twurl",Positivo,92
NlCovid,,casos de twhashtag twhashtag en twhashtag  por grupo de edad al dia de hoy  de abril  twurl,Positivo,93
VictoriaGazmuri,"Concón, Chile",conoce el nuevo balance de hoy entregado por seremi twmention twmention seguir las instrucciones de la autoridad… twurl,Positivo,96
dpamela,,"comparto cartografia en linea de twhashtag se actualiza con  info oficial, por municipios en twhashtag agrego en hil… twurl",Positivo,88
TomasMorelli,"Barcelona, España",cuarentena dia  🔥 twhashtag twhashtag twhashtag twhashtag twhashtag twurl,Positivo,93
cesarw14,,los nuevos doctores de mexico 🇲🇽 twhashtag twurl,Positivo,94
AJDEPLA_policia,"Andalucía, España",nuestro compañero de la twhashtag de twhashtag el intendente jefe twmention  despues de un mes de twhashtag twurl,Positivo,93
Mike_Danger,Paradise City,"que gran imagen, tanto ha cambiado pero es una lastima que la ignorancia de la sociedad no parezca haber mejorado l… twurl",Positivo,84
MesaDigitalMX,"Morelos, Cuernavaca",alista twhashtag acciones ante fase  de twhashtag,Positivo,85
RaulOrtiz_11,"Pedro Juan Caballero, Paraguay","¿quienes son candidatos para test twhashtag quienes presentan sintomas persistentes de tos, fiebre, dolor de gar… twurl",Positivo,74
Elissa0060,,"twmention seria culpa de la imprudencia de la gente, y tambien del  virus, que nadie puede controlar. las autor… twurl",Positivo,62
CtesHechos,,coronavirus: dieron negativos los hisopados a los navegantes los embarcadizos que hicieron cuarentena  en sus domi… twurl,Positivo,72
elmercuriotam,Tamaulipas,twhashtag comprar alimentos para una semana evitaria desabasto#alimentos twhashtag twhashtag twhashtag twhashtag twurl,Positivo,92
lumicaso,Colombia.,"hace muchos años se inicio la construccion de esta clinica entre twhashtag y twhashtag ¿se termino, o quedo ahi como un… twurl",Positivo,85
ReporteraDaisy,"Victoria, Tamaulipas",twmention twmention twmention twmention twmention twmention twmention twurl,Positivo,93
her_salcedo,Manta - Manabí - Ecuador,entregamos el informe de la comision permanente de lo juridico y legislativo del twmention al alcalde… twurl,Positivo,83
chuquisaqueno,,la oms fue la que desanimo a los paises a cerrar fronteras cuando ya varios habian tomado la decision!! culpables… twurl,Positivo,62
felocarril,"Santiago, Chile",actualizacion al dia /: hospitalizados en uci por twhashtag en chile por grupo etario segun datos disponibles en… twurl,Positivo,74
NavarricoE,,"twmention twmention twmention twmention exacto, el twhashtag va a mostrar las miserias de muchos.",Positivo,93
ZagazetaJose,"Barcelona, España","atencion coders, informaticos, comparto esta iniciativa para dar forma e idear nuevas soluciones para el sector del… twurl",Positivo,73
bymarlenfer,"Los Angeles, CA - Madrid-Spain","y ahora como una imbevcil que todo se lo cree, me voy a poner un canal de youtube para hacer deporte en este  confina… twurl",Positivo,79
joluisgarcia,Monterrey,los casos positivos de twhashtag en twhashtag suman esta tarde . siguen  fallecimientos informa el dr. manuel de la o.… twurl,Positivo,89
xandergye593,Guayaquil,porq su internet es tan malo  twmention twmention twhashtag twhashtag,Positivo,86
sbibliotecario,Argentina,bibliotecas en cuarentena: todo lo que hay que saber para actuar en esta epoca de pandemia ➡️… twurl,Positivo,76
FelonComunista,Madrid,maxima difusion por favor. twhashtag twhashtag twhashtag twurl,Positivo,92
dmbatlle,"Buenos Aires, Argentina","por primera vez, segun las cotizaciones en la bolsa, netflix vale mas que todo el grupo disney. -netflix: .… twurl",Positivo,70
ralphzapata,"Piura, Peru","¡que buena noticia! valerio, de  años, vencio al twhashtag 👇🇵🇪 twurl",Positivo,92
Forbes_Mexico,Ciudad de México,"las autoridades capitalinas informaron que sera obligatorio uso de cubrebocas en el metro, para evitar contagios de… twurl",Positivo,67
L4V4ND4LO,,uufestos tiempos estan sacando lo mejor y lo peor de cada uno o no?#covid twhashtag twhashtag,Positivo,73
MaroushNader,Panamá,"la pandemia que vivimos en panama, no solamente se llama twhashtag se llama twhashtag años de los gobiernos de e… twurl",Positivo,83
Robertofr63,madrid,twmention twmention twmention twmention hay un homenaje de estado a todos los heroes y un monumento donde e… twurl,Positivo,94
TalentoDigCol,Colombia,"el consejero economico y de transformacion digital twmention felicita al grupo de cientificos de datos, formados c… twurl",Positivo,77
xoanadafonte,da bahia mais fermosa   ,"twmention twmention twmention twmention bien hecho eladio. ese cuadro fotografico, una representacion de lo… twurl",Positivo,95
zonalcalderon,Quito,continuamos verificando que las disposiciones establecidas ante la emergencia sanitaria por twhashtag se cumplan en… twurl,Positivo,82
ChicaPoderosaMX,México DF.,🤩se viene otra edicion de twhashtag en tiempos de twhashtag apoyada por twmention y twmention hablaremos s… twurl,Positivo,95
DJDeleuze,"España, Madrid DF","el anarquista subversivo mas peligroso de españa es, sin lugar a dudas, mariano roajoy brey y punto. oralee… twurl",Positivo,76
AngelFe63278521,,twmention twhashtag en estas  demas twhashtag,Positivo,91
Lucia_1803,,"ahora interesa  twmention '✅ un ,% de la ciudadania respalda las medidas adoptadas por el gobierno para frenar la c… twurl",Positivo,78
Ejercito_GT,,"como parte de las medidas de prevencion, contencion y respuesta al covid-, el twhashtag a traves de la brigada… twurl",Positivo,84
alahoracl,"Concón, Viña del Mar, Valparaíso",senado aprobo proyecto de ley para ampliar en us$. millones del fondo de garantias a pequeñas empresas… twurl,Positivo,65
MariaLuisa1968_,"London, England",donde estan los fanaticos de iphone 📱 que dormian alas puertas 🚪 de la tienda para ser los primeros?vayan el… twurl,Positivo,77
PAOTmx,Ciudad de México,¿como se transmite el virus que causa la twhashtag ? 🔴para asesorarte y valorar sintomas:▪️📨envia un sms con la pa… twurl,Positivo,83
Pablote__,Madrid,"noticia destacada: twmention '✅ un ,% de la ciudadania respalda las medidas adoptadas por el gobierno para frenar l… twurl",Positivo,79
SirKelvinTan,St John's Wood,no pun intended twhashtag twhashtag twhashtag,Positivo,88
Mairaa2001,"Santa Fe, Argentina","con carpa que estoy odiando muchisimo la escuela, porque nos mandan cantidad de trabajos que no entendemos. nos est… twurl",Positivo,74
IvanRodriguezV,Ciudad de México,twmention twmention twmention twmention no cuentan con asesores financieros y economistas que… twurl,Positivo,92
Davidirusta1,Israel,twmention twmention y tus complices tambien evaristo y ustedes escritores de twitters por complices twitte… twurl,Positivo,87
NlSalud,,los casos confirmados de twhashtag en twhashtag leon estan en:cdmx-tamaulipas-coahuila-cienega de flores-el ca… twurl,Positivo,83
userena,"La Serena, Chile",⭕️la encargada de divulgacion cientifica de de la facultad de twmention y dra. en inmunologia twmention es… twurl,Positivo,90
abi_bolivia,Bolivia,habilitaran  laboratorios en twhashtag y twhashtag bol- focalizara areas de afluencia de personas para prevenir pro… twurl,Positivo,86
BrunoRguezP,Cuba,brigada de profesionales cubanos de la salud se suma desde catar al enfrentamiento a la pandemia.la solidaridad y… twurl,Positivo,75
